Artist,Song_Name,Lyric
Ed Sheeran,You Need To Cut Your Hair,"Well I walked from my house to yours
In a warm cold April rain
We barely went outdoors
And your family took the blame
Take time to be with you
She can only glare
I'm a bad influence, that'll do
‘Cos I need to cut my hair
Wash my mouth, change my clothes
Just don't talk to those friends of yours
Tell them not to come here anymore
Time to go, don't be slow
This'll only take a mo'
Take yourself right out of my door

It's just that they don't care
Dad said beware, watch your back
ajust don't reply to that woman there
And even if she makes a fuss
Just ignore that trust
And don't give in to lust
And leave that one alone
The girl's trouble

Time spent in burnt-down shed
Add up near two days
Fall down and cut my head
Take time to misbehave
Spend time and be with you
She can only glare
‘Cos you're a bad influence, that'll do
Boy you need to cut your hair
Wash your mouth, change your clothes
Just don't talk to those friends of yours
Tell them not to come here anymore
Time to go, don't be slow
This'll only take a mo'
Take yourself right out of my door

It's just that they don't care
Dad said beware, watch your back
Just don't reply to that woman there
And even if she makes a fuss
Just ignore that trust
And don't give in to lust
And leave that one alone

This is the dancing song
Close your eyes
Hypnotise to the beat
And the movement of the week
Do that shuffle of your feet
And pound out the fever, either
Dance as you're a true believer
Cleaner lives are what you don't see
Fell the weight, gravitate
Feel the pace of me
This world is 2d
The only thing that's free in life is love
And that don't come cheap

It's just that they don't care
Dad said beware, watch your back
Just don't reply to that woman there
And even if she makes a fuss
Just ignore that trust
And don't give in to lust
And leave that one alone
The girl's trouble"
Kodaline,All I Want,"All I want is nothing more
To hear you knocking at my door
'Cause if I could see your face once more
I could die as a happy man I'm sure

When you said your last goodbye
I died a little bit inside
I lay in tears in bed all night
Alone without you by my side

But if you loved me
Why did you leave me
Take my body, take my body
All I want is and all I need is
To find somebody
I'll find somebody like you

'Cause you brought out the best of me
A part of me I'd never seen
You took my soul wiped it clean
Our love was made for movie screens

But if you loved me
Why did you leave me
Take my body, take my body
All I want is and all I need is
To find somebody
I'll find somebody like you

But if you loved me
Why did you leave me
Take my body, take my body
All I want is and all I need is
To find somebody
I'll find somebody like you"
Kodaline,Brother,"When we were young
We were the ones the kings and queens
oh yeah we ruled the world
We smoked cigarettes, man no regrets
wish I could re live every single word

We've taken different paths
and travelled different roads
I know we'll always end up on the same one
when we're old
And when we're in the trenches
and you're under fire I will cover you

If I was dying on my knees
You would be the one to rescue me
And if you were drowned at sea
I'd give you my lungs
so you could breathe

I've got you brother
I've got you brother
I've got you brother
I've got you brother

Oh brother we go deeper than the ink
beneath the skin of our tattoos
No we don't share the same blood
You're my brother and I love you
that's the truth

We're living different lives, heaven only knows
If we'll make it back
with all our fingers and our toes
Five years, twenty years come back
we'll always be the same

If I was dying on my knees
You would be the one to rescue me
And if you were drowned at sea
I'd give you my lungs
so you could breathe

I've got you brother
I've got you brother
I've got you brother
I've got you brother

And if we hit on troubled water
I'll be the one to keep you warm and safe
And we'll be carrying each other
Until we say goodbye on our dying day

Because I've got you brother
I've got you brother
I've got you brother
I've got you brother

If I was dying on my knees
You would be the one to rescue me
And if you were drowned at sea
I'd give you my lungs
so you could breathe

Oh Oh Oh Oh Oh x 2"
Kodaline,High Hopes,"Broken bottles in the hotel lobby
Seems to me like I'm just scared
Of never feeling it again
But I know it's crazy to believe in silly things
But it's not that easy

I remember it now
It takes me back to when it all first started
But I've only got myself to blame for it
And I accept that now
It's time to let it all go, go out and start again
But it's not that easy

But I've got high hopes
It takes me back to when we started
High hopes, when you let it go
Go out and start again
High hopes, oh, when it all comes to an end
But the world keeps spinning around

And in my dreams, I meet the ghosts
Of all the people who've come and gone
Memories, they seem to show up so quick
But they leave you far too soon
Naive, I was just staring at the barrel of a gun
And I do believe that

Yeah but I've got high hopes
It takes me back to when we started
High hopes, when you let it go
Go out and start again
High hopes, oh, when it all comes to an end
Now the world keeps spinning
Yeah the world keeps spinning around

High hopes
It takes me back to when we started
High hopes, when you let it go
Go out and start again
High hopes, oh
Yeah and the world keeps spinning
Yeah this world keeps spinning
How this world keeps spinning around"
Kodaline,The One,"Tell me
Tell me that you want me
And I'll be yours completely
For better or for worst
I know
We'll have our disagreements
Be fighting for no reason
I wouldn't change it for the world
'Cause I know
The first day that I met you
I was never gonna let you
Let you slip away
And I
Still remember feeling nervous
Trying to find the words to
Get you here today

You make my heart feel like it's summer
When the rain is pouring down
You make my whole world feel so right when it's wrong
That's how I know you are the one
That's why I know you are the one

Life is easy to be scared of
With you I am prepared for
What is yet to come
'Cause our two hearts will make it easy
Joining up the pieces
Together making one

You make my heart feel like it's summer
When the rain is pouring down
You make my whole world feel so right when it's wrong
That's how I know you are the one
That's why I know you are the one

When we are together
You make me feel like my mind is free and my dreams are reachable
You know I never ever believed in love
I believed one day that you would come along

Free me

You make my heart feel like it's summer
When the rain is pouring down
You make my whole world feel so right when it's wrong
That's how I know you are the one
That's why I know you are the one"
Kodaline,The Riddle,"Sunday morning rain
together we're along again
And I can feel your breath
Beneath the sheets and on my skin
Come closer to me now
forget about the world outside
'Cause I could die right here
So kiss me like we're out of time

We are caught up
Stuck in the middle of our love
Chasing the riddle of what we need
We are all we need
It's your touch
gives me a shiver and a wild rush
Chasing the riddle of what we need
We are all we need
We are all

Come on, do it again
Hold me like you did before
You got me hypnotised
We're all that we've been searching for
I see it in your eyes
And the way your curl your lip and smile
And I could die right here
So kiss me like we're out of time

We are caught up
Stuck in the middle of our love
Chasing the riddle of what we need
We are all we need
It's your touch
gives me a shiver and a wild rush
Chasing the riddle of what we need
We are all we need
We are all

Your heart is my heart
And my heart is yours
Your heart is my heart
And my heart is yours
I'll say it again
Your heart is my heart
And my heart is yours
I'll say it again
Your heart is my heart
And my heart is yours

We are caught up
Stuck in the middle of our love
Chasing the riddle of what we need
We are all we need
It's your touch
gives me a shiver and a wild rush
Chasing the riddle of what we need
We are all we need
We are all"
Kodaline,Love Will Set You Free,"I'm sure you're probably busy
Getting on with your new life
So far away from
So far away from

When everything we used to say
Was wrong is now alright
Where has the time gone
Where has the time gone

If you're ever feeling lonely
If you're ever feeling down
You should know you're not the only one
'Cause I feel it with you now
When the world is on your shoulders
And you're falling to your knees
Oh please
You know love will set you free

I took a long and lonely walk up to an empty house
That's where I've come from
Where have you come from
The more I live, the more I know, I've got to live without
This ain't no sad song
Life has to go on

If you're ever feeling lonely
If you're ever feeling down
You should know you're not the only one
'Cause I feel it with you now
When the world is on your shoulders
And you're falling to your knees
Oh please
You know love will set you free

You know love will set you free
You know love will set you free
You know love will set you free
You know love will set you free
You know love will set you free
You know love will set you free
You know love will set you free
You know love will set you free
You know love will set you free
You know love will set you free

Ooh ohh, ooh oh oh
Ooh ohh, ooh oh oh
Ooh ohh, ooh oh oh
Ooh ohh, ooh oh oh

If you're ever feeling lonely
If you're ever feeling down
You should know you're not the only one
'Cause I feel it with you now
When the world is on your shoulders
And you're falling to your knees
Oh please
You know love will set you free
Love will set you free"
Kodaline,Spend It with You,"If we had one day on earth
Who would you spend it with?
If you could choose who wanted to kiss
Who would that be?

I wanna believe
If tomorrow was not guaranteed
Minutes to spare
If I could choose
I would spend every minute with you
With you, with you, with you
Spend it with you

When all of the trees fall down
And all the seas dry out
And when you're waving goodbye to all the world
Would you find me?

I wanna believe
If tomorrow was not guaranteed
Minutes to spare
If I could choose
I would spend every minute with you
With you, with you, with you
Spend it with you

I wanna believe
If tomorrow was not guaranteed
Minutes to spare
If I could choose
I would spend every minute with you
With you, with you, with you
Spend it with you
You, spend it with you"
Kodaline,Care,"I remember when you told me
Back when we were young
You and me could be forever
You and me were strong
So now we get up caught in
Losing side of everything
I'll remember when you told me

But you didn't have to tell me
I'll be honest
You're a nightmare at times
No, I didn't even notice
You were stressed out
When you lashed out that night
No, it doesn't even matter
I'll be with you
For the rest of our lives
'Cause I know, yeah, I know that you care
I know, yeah, I know that you care
I know, yeah, I know that you care

If we sit and talk it over we don't have to fight
Sometimes we still have our moments and our sleepless nights
Let's see what tomorrow brings
We can take on anything
If we sit and talk it over

But you didn't have to tell me
I'll be honest
You're a nightmare at times
No, I didn't even notice
You were stressed out
When you lashed out that night
No, it doesn't even matter
I'll be with you
For the rest of our lives

'Cause I know, yeah, I know that you care
I know, yeah, I know that you care
I know, yeah, I know that you care

I know, yeah, I know that you care
But you didn't have to tell me
I'll be honest
You're a nightmare at times
No, I didn't even notice
You're stressed out
When you lashed out that night
And it doesn't even matter
I'll be with you
For the rest of our lives
'Cause I know, yeah, I know that you care
I know, yeah, I know that you care
I know, yeah, I know that you care"
Kodaline,Hide and Seek,"I don't wanna be the one to try
Being someone else is not my style
There's a missing piece I'm trying to find
I don't know how, but you made me look twice

Sleep, I don't need no sleep
I've had such a week
I just wanna take off flying
High, higher than the birds
Words are only words
Take my hand and go there with me

There's no hide and seek
I see you, see me
What's the mystery?
Give it up, let go
Somewhere in between
Real and make believe
You've got what I need
Give it up, let go

Keep on asking, why is there divide?
I'm hanging on to see if we collide
And we don't need to know the place or time
As long as I am yours and you are mine

Sleep, I don't need no sleep
I've had such a week
I just wanna take off flying
High, higher than the birds
Words are only words
Take my hand and go there with me

There's no hide and seek
I see you, see me
What's the mystery?
Give it up, let go
Somewhere in between
Real and make believe
You've got what I need
Give it up, let go

There's no hide and seek
I see you, see me
What's the mystery
Give it up, let go
Somewhere in between
Real and make believe
You've got what I need
Give it up, let go

Sleep, I don't need no sleep
I've had such a week
I just wanna take off flying
High, higher than the birds
Words are only words
Take my hand and go there with me

There's no hide and seek
I see you, see me
What's the mystery?
Give it up, let go
Somewhere in between
Real and make believe
You've got what I need
Give it up, let go"
Kodaline,Follow Your Fire,"I remember you and me
Back when we were 17
Drinking, kissing in the street
We couldn't get enough
I see you layin' there with me
Like my missing puzzle piece
Dreaming of what we could be
We couldn't make you up

We had the songs that we sang along to
You had the moves
To make me dance with you
I always saw you reaching and catching stars
We had the thing that everyone wanted
Hung on your sleeve
You want your heart on it
Did you get out
I'm wondering where you are?
(Did you follow, follow your fire?)

We had the songs that we sang along to
You had the moves
To make me dance with you
I always saw you reaching and catching stars
(Did you follow, follow your fire?)
We had the thing that everyone wanted
Hung on your sleeve
You want your heart on it
Did you get out
I'm wondering where you are?
(Did you follow, follow your fire?)
Did you follow your fire?

The time we stole your daddy's car
And drove around till' liquor door
We slept outside and feelin' spark
We couldn't get enough

We promised that we never part
On the tree, under the stars
We called our names into the bark
To be there when we're not

We had the songs that we sang along to
You had the moves
To make me dance with you
I always saw you reaching and catching stars
We had the thing that everyone wanted
Hung on your sleeve
You want your heart on it
Did you get out
I'm wondering where you are?
(Did you follow, follow your fire?)

We had the songs that we sang along to
You had the moves
To make me dance with you
I always saw you reaching and catching stars
(Did you follow, follow your fire?)
We had the thing that everyone wanted
Hung on your sleeve
You want your heart on it
Did you get out
I'm wondering where you are?
(Did you follow, follow your fire?)
Oh, oh, oh
(Did you follow, follow your fire?)
Oh, oh, oh
(Did you follow, follow your fire?)
Oh, oh, oh
(Did you follow, follow your fire?)
Oh, oh, oh"
Kodaline,Angel,"On a Wednesday morning in July
We dried our tears and we said goodbye
Another angel gone before her time
But she's still alive in our hearts and minds

You never know, you never know
What you've got until it's gone
But heaven knows that when we're old
She will be forever young

Tonight, we send an angel home
Sing out and celebrate her song
Tonight, she'll go where we can't go
Sing out, sing out, sing out

And there are things in life we can't explain
In the blink of an eye, everything can change
So just appreciate the little things
'Cause you never know what tomorrow brings

You never know, you never know
What you've got until it's gone
But heaven knows that when we're old
She will be forever young

Tonight, we send an angel home
Sing out and celebrate her song
Tonight, she'll go where we can't go
Sing out, sing out, sing out

There's an empty room at home
How can the world be so damn cold?
Together, we are not alone

Tonight, we send an angel home
Sing out and celebrate her song
Tonight, she'll go where we can't go
Sing out, sing out, sing out

On a Wednesday morning in July
We dried our tears and we said goodbye"
Kodaline,Blood and Bone,"I wish someone would explain to me
How losing you is gonna make me feel
Like someone shot a hole in me
And left me out for the wolves to eat

You're in my blood
You're in my bones
On my mind wherever I go
Can you hear me?
I miss you today
Heey! heey! heey!
It's just not the same
Heey! heey! heey!

And I still drive by your old house
Fight back tears and turn the music loud
Your favorite song, my Lcd Soundsystem is always on repeat

You're in my blood
You're in my bones
On my mind wherever I go
Can you hear me?
I miss you today
Heey! heey! heey!
It's just not the same
Heey! heey! heey!
I miss you today
Heey! heey! heey!
And I'd give it all away if I could get you back

And I can't hold on
I can't hold on
I can't hold on
I can't hold on

You're in my blood
You're in my bones
On my mind wherever I go
Can you hear me?
I miss you today
Heey! heey! heey!
It's just not the same
Heey! heey! heey!
I miss you today
Heey! heey! heey!
It's just not the same
Heey! heey! heey!

And I can't hold on
And I can't hold on
And I can't hold on
And I

It's just not the same
I miss you today"
Kodaline,Moving On,"I met you on the corner of the street
I smiled before I even heard you speak
I can accept we're growing older
But I guess that's just the way it has to be
I wondered how you still remembered me
I heard you settled down and that you married happily
Do you remember when I told you
That I'd love you to the bottom of the sea?
Yeah I know I know it's over
But I guess that's just the way it has to be

Sometime in the future
Maybe we can get together
Maybe share a drink and talk awhile
And reminisce about the days when we were still together
Maybe somewhere further down the line
And I will meet you there
Sometime in the future we can share our stories
When we won't care about all of our mistakes
Our failures, and our glories
But until that day comes along I'll keep on moving on
I'll keep on moving on

It's funny how but it still bothers me
I know it's been so long
But I did not expect to see oh how beautiful you are
I guess that all that time apart has done you well
But hey I wish you all the best
And maybe someday we might even meet again

Sometime in the future maybe we can get together
Maybe share a drink and talk awhile
And reminisce about the days when we were still together
Maybe somewhere further down the line
And I will meet you there
Sometime in the future we can share our stories
When we won't care
About all of our mistakes, our failures, and our glories
But until that day comes along I'll keep on moving on
I'll keep on moving on"
Kodaline,Lost,"Take me away make it all better
If not for a day then maybe forever
Is it all in my head
'cause it's getting harder
But there's something you said that I never thought of

Cause we are ordinary people beautiful as we are
We can still get lost, lost

Lost
Lost
We are lost
We are lost

Maybe today it'll get better
I hear what you say we're in this together
Now I'm starting to see
Hoping and praying
We'll never win, win without playing

Cause we are ordinary people beautiful as we are
We can still get lost, lost

Lost
We still get lost
It's easy to get lost
We are lost
It's easy to get lost

We are ordinary people, we are lost
Ordinary people
We are ordinary people, we are lost
Lost
Lost"
Kodaline,Autopilot,"I'm trying to connect with you
To see the world the way you do
Try 'n' understand what's in your head
I'm hearing what you said

'Cause I wanted to say
When I see you this way
Don't ever let it break your heart
I'll go back to the start
I'll watch you fall apart

Feels like an empty space
You don't enjoy the taste
I just need a place to hide
Somewhere to make you right

If this isn't what you want
Head back to your own haunt
And you'll find a missing piece
Not just a big relief

Maybe you lost control
Fallen into a hole
The way that it was before
It's all that you're looking for

You just need to take a step back

This autopilot kicking in
You're feeling like you'll never win
Hey maybe I can help you out
Don't fall into your doubt
I hear you screaming out

Feels like an empty space
You don't enjoy the taste
I just need a place to hide
Somewhere to make you right

If this isn't what you want
Head back to your own haunt
And you'll find the missing piece
Not just a big relief

Maybe you lost control
Fallen into a hole
The way that it was before
It's all that you're looking for

A lover is all you need
Someone that you can read
Day in and day out
Means this one is all, all about

[Choir]
Somebody
You need
[x4]

Feels like an empty space
You don't enjoy the taste
I just need a place to hide
Somewhere to make you right

[Steve]
If this isn't what you want
Head back to your own haunt
And you'll find the missing piece
[Choir]
Somebody that you need

Somebody
You need
[x6]"
Kodaline,Love Like This,"Running through the heat, heartbeat
You shine like silver in the sunlight
You light up my cold heart
It feels right in the sun, the sun
We're running around, and round
Like nothing else could matter in our lives
But wait, but wait, but wait
The sun will stop shining soon
And you'll be dark in my life
Yeah you'll be gone
It's as simple as a change of heart
But I'm not gonna think about the future

A love like this won't last forever
I know that a love like this won't last forever
But I, I don't really mind
I don't really mind at all

Skipping to the night
It gets dark but you don't mind
Hiding in the backstreets
Yeah you never noticed me
All that I was thinking about
Was cleaning up my conscience
Lost in the memory
As it shakes up the corners of my heart
Was it my mistake?
Or maybe it was just as simple
As a change in your heart
MM... Just as simple as a change of heart

I know now
A love like this won't last forever
I know that a love like this won't last forever
But I
I know that a love like this won't last forever
I know that a love like this won't last forever
But I

Ooh oohh oohh oohh

I don't mind at all
A love like this won't last forever
A love like this (a love like this)
A love like this won't last forever
Woah ohh"
Kodaline,Wherever You Are,"You say you love me
You say you care
And when you're with me
My future's there

We get carried away in emotion
We get lost in each other's eyes
And we forget what we regret
As we cast our feels aside

When the world's getting hard
I will go to wherever you are
Running blind in the dark
I will go to wherever you are
Wherever you are
That's where I'll be
Wherever you are
That's where I'll be

Forget the violence
Forget the world
I see you smilin'
I'm lost for words

We get carried away in emotions
We get lost in each other's eyes
And we forget what we regret
As we cast our fears aside

When the world's getting hard
I will go to wherever you are
Running blind in the dark
I will go to wherever you are
Wherever you are
That's where I'll be
Wherever you are
That's where I'll be

That's where I'll be
I swear I'll be there

When the world's getting hard
I will go to wherever you are
Running blind in the dark
I will go to wherever you are
Wherever you are
That's where I'll be
Wherever you are
That's where I'll be"
Kodaline,Perfect World,"1, 2, 3, 4

Touch gloves, yeah, it'll be alright
I always knew you had a heavy heart
Brother, brother
You're taking me back to the start

I saw your face in a photograph
Painting a picture of a better time
Brother, brother
You'll always be on my mind

Yeah

In a perfect world
In a perfect world
In a perfect, a perfect world

Touchdown to reality
It's not exactly what you had in mind, oh
Brother, brother
Was it only a matter of time

Yeah, oh

Maybe you've gotta let it be
Maybe time will tell, maybe you will see, oh
Brother, brother
You really shouldn't take it too hard

Oh

In a perfect world
In a perfect world
In a perfect world, singing

ooooooooh

In a perfect world
In a perfect world
In a perfect, a perfect world

Ooooooooooooh

In a perfect world
In a perfect world
In a perfect world, singing

ooooooooh

It'll be okay (In a perfect world)
It wouldn't have to be this way (In a perfect world)
In a perfect, a perfect world

Letssingit - Your favorite Music Community"
Kodaline,War,"There's a war between my head and my heart
And I don't know which side to take
You made your home inside the dowry on my head
You know my heart was yours to break

And people try and calm me down
But I can never hear a sound
Whoa-a-whoa-a-whoa
Whoa-a-whoa-oo-o
Yeah

There are sirens screaming out behind my eyes
I hide 'em away 'cause I'm ashamed
Or maybe I'm just too shy to just speak up
Or I'm afraid of what you might say

And people try and calm me down (it can only get better)
But I can never hear a sound
(but you wish you never met her)
Whoa-a-whoa-a-whoa
Whoa-a-whoa-who
Yeah

Oh
Life
It's just the way it is
Yeah
Way it always was
And it's all right

Oh
Life
It's just the way it is
Yeah
Way it always was
And it's all right

And people try and calm me down (it can only get better)
But I can never hear a sound
(but you wish you never met her)
Whoa-a-whoa-a-whoa
Whoa-a-whoa-a-whoa
Whoa-a-whoa-a-whoa

Whoa-a-whoa-oo-o

And there's a war between my head and my heart
And I don't know which side to take"
Kodaline,Talk,"I can remember the good old days
When you and me used to hide away
Where the stars were shining
Or the sun was blinding our eyes

Yeah you filled up my glass
With promises that could never last
And I still find pieces of you in the back of my mind

And all of the things that we once said
They're not in my heart, they're in my head
That was the time to say goodbye
Let's put it to rest yeah, let it die

'coz we don't, we don't need to talk about this now
Yeah we've been down that road before
That was then and this is now

The crowds in my heart they've been calling out your name
Now it just don't feel the same
I guess it's over, yeah we're done

I heard you made your way downtown
To the place that I've been hanging around
I was looking for your face in the crowd
But trying to keep my head down

Over time our wires crossed
Well you changed and truth got lost
All the things I would change if we could only rewind

You were a moment in life that comes and goes
A riddle, a rhyme that no one knows
A change of a heart, a twist of fate
Couldn't fix it, it's too late

'coz we don't, we don't need to talk about this now
Yeah we've been down that road before
That was then and this is now

The crowds in my heart they've been calling out your name
Now it just don't feel the same
I guess it's over, yeah we're done

Wooh
Ooh ooh ooh

We don't, we don't need to talk about this now
We don't, we don't need to talk about this now
We don't, we don't need to talk about this now
We don't, we don't need to talk about this now"
Kodaline,Everyone Changes,"We say that the hardest thing to do is say goodbye
This is the hardest thing (Hardest thing)
We tried to stitch it up and now I wonder why
Why is this happening to me?

But it wasn't right, yet another fight
We were young but we never quite took flight
In another life, maybe you and I
We'll be walking down the aisle dressed in white

I can see that all you need is everything I'll never be
But everyone changes (Everyone)
Everyone changes
Say goodbye and let it be
I thought you were the one for me
But everyone changes (Everyone)
Everyone changes

You say you left everything behind all because of me
But I gave you everything
Dreaming of future's bliss
A child and a family
Did they ever mean a thing to you?

But it wasn't right, yet another fight
We were young but we never quite took flight
In another life, maybe you and I
We'll be walking down the aisle dressed in white

I can see that all you need is everything I'll never be
But everyone changes (Everyone)
Everyone changes
Say goodbye and let it be
I thought you were the one for me
But everyone changes (Everyone)
Everyone changes

But it wasn't right, yet another fight
We were young but we never quite took flight
In another life, maybe you and I
We'll be walking down the aisle dressed in white

I can see that all you need is everything that I'll never be
But everyone changes (Everyone)
Everyone changes
Say goodbye and let it be
I thought you were the one for me
But everyone changes (Everyone)
Everyone changes"
Kodaline,Heart Open,"This is not a sad song, it's about the ones you love
One in every small crowd too afraid to open up, and talk
Feeling like a lost child, crying for mother's love
No one really knows why, happens to the best of us

Tell me it's a long way down
Tell me 'cause I'm with you now
And you're not broken
So keep your heart open now
Tell me that you lost yourself
Wishing you were someone else
And you're not broken
So keep your heart open now

People on the outside, they don't understand what's up
(People on the outside, they don't understand what's up)
But can they understand when you don't even know enough? Enough
Feeling like a lost child, crying for mother's love
Always on the outside, too afraid to open up, and talk

Tell me it's a long way down
Tell me 'cause I'm with you now
And you're not broken
To keep your heart open now
Tell me that you lost yourself
Wishing you're someone else
But you're not broken
So keep your heart open now

Ooh, ooh
Keep your heart open and
Ooh, ooh
Keep your heart open and
Tell me it's a long way down
Tell me 'cause I'm with you now
And you are not broken
So keep your heart open
Tell me that you lost yourself
Wishing you were someone else
Man, you're not broken
So keep your heart open"
Kodaline,Say Something,"I was scared
I was unprepared
I was not aware you were caught in a bubble
You and I had a drunken fight
on a Tuesday night downtown

Well, it cut so deep
When you try to speak
But the words don't come out right
You can lean on me
When it's hard to breathe
You can call me anytime

So please, say something to me
I'm down on my knees
Say something to me, say something
Say something to me

I would walk for you
I will climb just to keep you safe
and to keep you out of trouble
I'd do time for you, I would lie for you
I would die for you

Well, it cut so deep
When you try to speak
But the words don't come out right
You can lean on me
When it's hard to breathe
You can call me anytime

So please, say something to me
I'm down on my knees
Say something to me, say something
Say something to me

Ooh-ooh
Ooh-ooh

Well, it cut so deep
When you try to speak
But the words don't come out right
You can lean on me
When it's hard to breathe
You can call me anytime

So please, say something to me
I'm down on my knees
Say something to me, say something
Say something to me

Hmm, hmm
Hmm
Say something to me"
Kodaline,After The Fall,"People keep talking
But I can't hear a word they say
Life just keeps moving
The world gets stranger everyday

And, yeah, ""Time is on your side""
That's what people tell you
But I got to let you go

My head is saying
That this is for the better
I just want you to know
I can't hold on forever
When all I wanna do is let go
All I wanna do is let go

Sirens are screaming
But I can't hear a single sound
And I'm feeling uneasy
And I wait, and I wait
For a change to come around

I get the feeling that this is for the better
And I just want you to know
I can't hold on forever
When all I wanna do is let go (Yeah)
All I wanna do is let go

Are you searching for an answer
Or just peace of mind?
When your life has lost its meaning
Maybe you need a little time

Are you searching for an answer
Or just peace of mind
When your life has lost its meaning
Maybe you need a little time"
Kodaline,All Comes Down,"I still hear the sound of that runaway train
Roll through my heart is lost lovers refrain
But I know in my heart I can never go back
To the way that we were on that runaway track

I see in my soul
That I know you were lying to me
I lose control
Oh I didn't know
Was I just too young?

Why do I feel so old?
'Cause I'm still so young

Yeah, but it all comes down to
What it all comes down to
It all comes down to
Yeah, it all comes down to
It all comes down to
It all comes down to you

If you see it
Why can you do it?
I am so alone tonight
And it's heartbreaking
Only choosing God would've saved you
Love is a battle oh oh oh
Everybody cries

It all comes down to
What it all comes down to
It all comes down to
Yeah, it all comes down to
It all comes down to
Yeah, it all comes down to you
(oh, oh, oh)

And if you're wondering why
The vision in my soul
And I feel so alone
Like I'm losing control, no
Am I just too young? Oh, yeah

Why do I feel so old?
'Cause I'm still so young

It all comes down to
What it all comes down to
It all comes down to
Yeah, it all comes down to
It all comes down to
It all comes down to you
(all comes down to you)

When it all comes down to
When it all comes down to
(all comes down to you)
When it all comes down to
When it all comes down to
(all comes down to you)
All comes down to you
All comes down to you
All comes down to you"
Kodaline,All My Friends,"So it starts
We go back to your house
We check the charts
And start to figure it out

And if it's crowded, all the better
Cause we know we're gonna be up late
And if you're worried about the weather
Then you picked the wrong place to stay
That's how it starts

And so it starts
You turn the engine on
We set controls for the heart of the sun
One of the ways that we show our age

And if the sun comes up, if the sun comes up, if the sun comes up
Then i still don't wanna stagger home
Then it's the memory of our betters
That are keeping us on our feet

You spent the first five years trying to get with the plan
And the next five years trying to be with your friends again
You're talking 45 turns just as fast as you can
Yeah, i know it gets tired, but it's better when we pretend

To tell the truth
Oh, this could be the last time
So here we go
Like a sale force into the night

You drop the first ten years just as fast as you can
And the next ten people who are trying to be polite
You're blowing eighty-five days in the middle of france
Yeah, i know it gets tired only where are your friends tonight?
Where are your friends, where are your friends tonight?

If you could see all your friends tonight
If you could see all your friends tonight
You know you'd be with your friends for life
If you could see all your friends tonight"
Kodaline,Better,"Am I wasting my time?
Am I losing my mind for better or for worse?
Cause it doesn't feel right
No it doesn't feel right

Does it make you feel better?
Cause it's making me worse
Does it make you feel better?
Cause it's making me hurt
Does it make you feel good?
When I'm falling apart?
Does it make you feel good?

And is it all in my head
Or was it something I said?
Somewhere in between
Cause I've got my regrets
And Im feeling like death
You don't see what I see

Does it make you feel better?
Cause it's making me worse
Does it make you feel better?
Cause it's making me hurt
Does it make you feel good?
When I'm falling apart?
Does it make you feel good? [x2]"
Kodaline,Big Bald World,"Maybe I'm wrong
Or maybe I'm right
Maybe it's just too late
but this is keeping me awake all night
Maybe say yes or maybe say no
Maybe I'm just too shy to admit
that it is time to go

We go out on our own
It's a big bad world outside
Carrying' our dreams and all that they mean
Trying to make it all worthwhile

Maybe believe
Or maybe don't care
Shit, maybe there is no god
in the big white clouds up there
Maybe live long
Or maybe die young
Or maybe live every day
like it's your last day under the sun

We go out on our own
It's a big bad world outside
Carrying our dreams and all that they mean
Trying to make it all worthwhile [x2]

We go out on our own
It's a big bad world outside
Carrying our dreams and all that they mean
Try to make it all feel right

Ohh…

We go out on our own
It's a big bad world outside
Carrying our dreams and all that they mean
Trying to make it all worthwhile [x2]

Ohh…"
Kodaline,Born Again,"Here I go again
Reaching for the light
I fall back down to earth
Every single time
I found my oxygen, brings me back to life
It always looks like you
Looks like you

You make me want to be better
Taking me back to the line
We'll always be stronger together
Take on the world when you're mine
I never believed in heroes
How darkness could turn into light
I know they say never say never
But I'll never, ever

I won't stop fighting
But not fighting with you
I'll be fighting for you like I'm
Born again, born again
And I'll keep believing
'Til my heart stops beating
'Cause you got me feeling like I'm
Born again, born again

One day, we'll be gone
We only get one life
We'll be the things we've done
And what we've left behind
The strength to carry on
In the back of my mind
It always looks like you
Looks like you

You make me want to be better
Taking me back to the line
We'll always be stronger together
Take on the world when you're mine
I never believed in heroes
How darkness could turn into light
I know the say never say never
But I'll never, ever

I won't stop fighting
But not fighting with you
I'll be fighting for you like I'm
Born again, born again
And I'll keep believing
'Til my heart stops beating
'Cause you got me feeling like I'm
Born again, born again

Born again, born again
Born again, born again

I found my oxygen
To bring me back to life
It always looks like you

I won't stop fighting
But not fighting with you
I'll be fighting for you like I'm
Born again, born again
And I'll keep believing
'Til my heart stops beating
'Cause you got me feeling like I'm
Born again, born again

Born again, born again
Born again, born again"
